Molecule Name,Structure (CXSMILES),Batch Name,Barcode,Run Date,experiment_name,plate,chem_id,cell_line,frag_id,core_id,lib_plate_id,lib_well,batch,protein_reporter,reporter,gene_symbol,drc_curve,drc_curve File Name,drc_curve_no_ctrls,drc_curve_no_ctrls File Name,direction,ec50_estimate (log10([M])),ec50_std_error (log10([M])),ec50_ci_upper (log10([M])),ec50_ci_lower (log10([M])),slope_estimate (arb. units),slope_std_error (arb. units),slope_ci_upper (arb. units),slope_ci_lower (arb. units),emax_estimate (raw),emax_std_error (raw),emax_ci_upper (raw),emax_ci_lower (raw),emin_estimate (raw),emin_std_error (raw),emin_ci_upper (raw),emin_ci_lower (raw),emax_vs_pos_ctrl_estimate (linear),emax_vs_pos_ctrl_ci_upper (linear),emax_vs_pos_ctrl_ci_lower (linear),max_dose_activity_vs_pos_ctrl_estimate (linear),max_dose_activity_vs_pos_ctrl_ci_upper (linear),max_dose_activity_vs_pos_ctrl_ci_lower (linear),emin_vs_pos_ctrl_estimate (linear),emin_vs_pos_ctrl_ci_upper (linear),emin_vs_pos_ctrl_ci_lower (linear),pseudoyield,product_peak_area,qc_flag,version,ec05,conc_at_05_activity,conc_at_pos_ctrl_ec05_activity,ec50_clean (log10([M])),EC50 [uM],ec50_group,analysis_id,activity_status,saturation_status,rollover_status
OCNT-2433070,COC(C)(C(=O)NC(C)C1=CN(C(C)(C)C)N=C1C)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433070||NA|NA|ZZ-002,c6385,OCNT-2433070,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376509,OCNT-2433070-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376510,OCNT-2433070-ZZ-002_c6385_no-ctrls.png,UP,-5.73,0.0425,-5.65,-5.82,1.80,0.189,2.21,1.47,261E+03,8.87E+03,279E+03,245E+03,77.6E+03,808,79.2E+03,76.0E+03,0.613,0.695,0.535,0.607,0.691,0.521,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-6.45,-6.32,-6.32,-5.73,1.86,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2433320,COC(C)(C(=O)N(C)CC(C)(C)CN(C)CCN1CCCC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433320||NA|NA|ZZ-002,c6385,OCNT-2433320,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376511,OCNT-2433320-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376512,OCNT-2433320-ZZ-002_c6385_no-ctrls.png,UP,-3.54,0.392,-2.85,-4.29,0.726,0.0196,0.779,0.708,379E+03,142E+03,695E+03,235E+03,77.6E+03,808,79.2E+03,76.0E+03,1.00,1.99,0.510,0.128,0.192,0.0717,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-5.30,-5.24,-5.24,-3.54,290,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433302,COC(=O)C1=CC(Br)=C2OCCN(C(=O)C(C)(OC)C3=CC=CC=C3)CC2=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433302||NA|NA|ZZ-002,c6385,OCNT-2433302,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376515,OCNT-2433302-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376516,OCNT-2433302-ZZ-002_c6385_no-ctrls.png,UP,-4.83,0.0811,-4.66,-4.98,1.77,0.220,2.23,1.38,301E+03,24.9E+03,357E+03,262E+03,77.6E+03,808,79.2E+03,76.0E+03,0.745,0.946,0.596,0.658,0.764,0.559,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-5.56,-5.49,-5.49,-4.83,14.8,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433181,COC(C)(C(=O)NCCN1C=NN=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433181||NA|NA|ZZ-002,c6385,OCNT-2433181,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376519,OCNT-2433181-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376520,OCNT-2433181-ZZ-002_c6385_no-ctrls.png,UP,-3.09,0.205,-2.56,-3.29,1.19,0.178,1.55,0.847,567E+03,185E+03,1.01E+06,287E+03,77.6E+03,808,79.2E+03,76.0E+03,1.63,3.08,0.702,0.0572,0.0862,0.0313,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.18,-4.34,-4.34,-3.09,818,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433241,COC(C)(C(=O)N(CCO)CCCO)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433241||NA|NA|ZZ-002,c6385,OCNT-2433241,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376522,OCNT-2433241-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376523,OCNT-2433241-ZZ-002_c6385_no-ctrls.png,FLAT,-2.06,0.638,-1.04,-3.20,1.51,0.596,3.01,0.800,471E+03,161E+03,850E+03,251E+03,77.6E+03,808,79.2E+03,76.0E+03,1.31,2.62,0.570,4.44E-03,0.0222,-4.05E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-3.01,-3.10,-3.10,-2.06,8.80E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433265,COC(C)(C(=O)N1C(C)CCCC1CCN(C)C)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433265||NA|NA|ZZ-002,c6385,OCNT-2433265,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376525,OCNT-2433265-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376526,OCNT-2433265-ZZ-002_c6385_no-ctrls.png,FLAT,-1.86,0.593,-1.04,-3.12,1.64,0.672,3.37,0.838,459E+03,149E+03,821E+03,250E+03,77.6E+03,808,79.2E+03,76.0E+03,1.27,2.45,0.576,1.72E-03,0.0114,-4.64E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-2.75,-2.86,-2.86,-1.86,13.6E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433365,COC(C)(C(=O)N1CCN(C(C)C(F)(F)F)CC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433365||NA|NA|ZZ-002,c6385,OCNT-2433365,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376529,OCNT-2433365-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376530,OCNT-2433365-ZZ-002_c6385_no-ctrls.png,FLAT,-1.95,0.615,-1.05,-3.16,1.62,0.642,3.31,0.839,468E+03,156E+03,852E+03,256E+03,77.6E+03,808,79.2E+03,76.0E+03,1.30,2.62,0.593,2.31E-03,0.0138,-4.32E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-2.84,-2.94,-2.94,-1.95,11.3E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433249,COC(C)(C(=O)N1CCN2CCOC3CCCC1C32)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433249||NA|NA|ZZ-002,c6385,OCNT-2433249,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376534,OCNT-2433249-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376536,OCNT-2433249-ZZ-002_c6385_no-ctrls.png,FLAT,-2.32,0.668,-1.08,-3.26,1.41,0.493,2.68,0.779,483E+03,163E+03,876E+03,260E+03,77.6E+03,808,79.2E+03,76.0E+03,1.35,2.64,0.601,0.0101,0.0349,-3.34E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-3.33,-3.42,-3.42,-2.32,4.76E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433387,COC(C)(C(=O)N(C)C1CC(C)OC(C)C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433387||NA|NA|ZZ-002,c6385,OCNT-2433387,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376537,OCNT-2433387-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376539,OCNT-2433387-ZZ-002_c6385_no-ctrls.png,FLAT,-1.80,0.572,-1.03,-3.05,1.76,0.722,3.61,0.900,462E+03,153E+03,820E+03,253E+03,77.6E+03,808,79.2E+03,76.0E+03,1.28,2.53,0.581,818E-06,7.16E-03,-4.80E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-2.62,-2.74,-2.74,-1.80,15.9E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433182,COC(C)(C(=O)N[C@H]1C[C@@H](N2C=NC=N2)C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433182||NA|NA|ZZ-002,c6385,OCNT-2433182,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376541,OCNT-2433182-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376542,OCNT-2433182-ZZ-002_c6385_no-ctrls.png,UP,-3.04,0.252,-2.37,-3.29,1.26,0.215,1.68,0.840,557E+03,186E+03,992E+03,288E+03,77.6E+03,808,79.2E+03,76.0E+03,1.60,3.10,0.692,0.0436,0.0697,0.0174,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.09,-4.22,-4.22,-3.04,914,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433237,COC(C)(C(=O)N1CC=C(C2=CNC3=CC(F)=C(F)C=C32)CC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433237||NA|NA|ZZ-002,c6385,OCNT-2433237,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376545,OCNT-2433237-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376546,OCNT-2433237-ZZ-002_c6385_no-ctrls.png,FLAT,-1.78,0.545,-1.03,-2.98,1.67,0.705,3.47,0.834,458E+03,154E+03,835E+03,252E+03,77.6E+03,808,79.2E+03,76.0E+03,1.27,2.53,0.571,1.14E-03,8.19E-03,-4.81E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-2.65,-2.76,-2.76,-1.78,16.8E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433113,COC(C)(C(=O)NC1CC2(CC3CCC2C3)C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433113||NA|NA|ZZ-002,c6385,OCNT-2433113,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376549,OCNT-2433113-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376550,OCNT-2433113-ZZ-002_c6385_no-ctrls.png,UP,-5.42,0.145,-5.12,-5.65,1.31,0.187,1.71,0.997,329E+03,46.7E+03,432E+03,263E+03,77.6E+03,808,79.2E+03,76.0E+03,0.839,1.19,0.589,0.579,0.705,0.474,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-6.41,-6.35,-6.35,-5.42,3.81,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433352,COC(C)(C(=O)N1CCCC2=C(C1)NC1=C(F)C=CC=C21)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433352||NA|NA|ZZ-002,c6385,OCNT-2433352,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376552,OCNT-2433352-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376554,OCNT-2433352-ZZ-002_c6385_no-ctrls.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL pEC50_CI_TOO_WIDE,6.4.1,-6.09,-6.05,-6.05,,,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547
OCNT-2433129,COC(C)(C(=O)NCC1=C(Cl)C=CC=C1N1C=CN=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433129||NA|NA|ZZ-002,c6385,OCNT-2433129,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376557,OCNT-2433129-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376558,OCNT-2433129-ZZ-002_c6385_no-ctrls.png,UP,-5.37,0.0613,-5.23,-5.47,1.50,0.172,1.87,1.19,294E+03,13.9E+03,324E+03,270E+03,77.6E+03,808,79.2E+03,76.0E+03,0.721,0.845,0.609,0.698,0.803,0.596,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-6.23,-6.12,-6.12,-5.37,4.31,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433357,COC(C)(C(=O)N1CCC(=C(F)CO)C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433357||NA|NA|ZZ-002,c6385,OCNT-2433357,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376561,OCNT-2433357-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376562,OCNT-2433357-ZZ-002_c6385_no-ctrls.png,UP,-3.41,0.277,-2.83,-3.90,0.933,0.135,1.24,0.732,447E+03,152E+03,818E+03,247E+03,77.6E+03,808,79.2E+03,76.0E+03,1.23,2.46,0.556,0.152,0.194,0.117,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.80,-4.87,-4.87,-3.41,391,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433141,COC(C)(C(=O)NC(C1=CC=C(F)C(F)=C1)C(C)(C)N1CCCC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433141||NA|NA|ZZ-002,c6385,OCNT-2433141,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376565,OCNT-2433141-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376566,OCNT-2433141-ZZ-002_c6385_no-ctrls.png,UP,-4.90,0.111,-4.65,-5.09,1.27,0.133,1.56,1.03,409E+03,41.1E+03,507E+03,347E+03,77.6E+03,808,79.2E+03,76.0E+03,1.11,1.46,0.877,0.928,1.08,0.795,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-5.92,-5.95,-5.95,-4.90,12.6,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433109,"COC(C)(C(=O)N[C@@H]1CP(C)(=O)C[C@H]1O)C1=CC=CC=C1 |&1:7,13|",ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433109||NA|NA|ZZ-002,c6385,OCNT-2433109,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376567,OCNT-2433109-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376568,OCNT-2433109-ZZ-002_c6385_no-ctrls.png,UP,-3.45,0.287,-2.87,-3.93,0.756,0.0455,0.878,0.708,393E+03,139E+03,762E+03,239E+03,77.6E+03,808,79.2E+03,76.0E+03,1.05,2.27,0.537,0.180,0.220,0.144,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-5.15,-5.13,-5.13,-3.45,353,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433368,COC(=O)C(C1COC1)N(C)C(=O)C(C)(OC)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433368||NA|NA|ZZ-002,c6385,OCNT-2433368,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376571,OCNT-2433368-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376572,OCNT-2433368-ZZ-002_c6385_no-ctrls.png,UP,-2.71,0.377,-1.89,-3.27,0.972,0.205,1.47,0.717,484E+03,160E+03,864E+03,256E+03,77.6E+03,808,79.2E+03,76.0E+03,1.35,2.65,0.595,0.0418,0.0686,0.0157,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.08,-4.18,-4.18,-2.71,1.95E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433393,C=CCCN(CCCCC)C(=O)C(C)(OC)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433393||NA|NA|ZZ-002,c6385,OCNT-2433393,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376573,OCNT-2433393-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376574,OCNT-2433393-ZZ-002_c6385_no-ctrls.png,UP,-2.83,0.348,-1.98,-3.28,1.06,0.211,1.53,0.733,497E+03,162E+03,881E+03,271E+03,77.6E+03,808,79.2E+03,76.0E+03,1.40,2.73,0.641,0.0422,0.0711,0.0151,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.08,-4.19,-4.19,-2.83,1.47E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433112,COC(C)(C(=O)NC(C1=CC=CC=C1)C1CC1C1=CC=NC=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433112||NA|NA|ZZ-002,c6385,OCNT-2433112,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376575,OCNT-2433112-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376576,OCNT-2433112-ZZ-002_c6385_no-ctrls.png,UP,-5.20,0.0503,-5.10,-5.29,2.86,0.643,4.44,2.01,265E+03,10.9E+03,287E+03,244E+03,77.6E+03,808,79.2E+03,76.0E+03,0.623,0.722,0.534,0.619,0.713,0.532,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-5.67,-5.59,-5.59,-5.20,6.30,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2433253,COC(=O)C1CC2(C1)OCCCN2C(=O)C(C)(OC)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433253||NA|NA|ZZ-002,c6385,OCNT-2433253,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376579,OCNT-2433253-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376580,OCNT-2433253-ZZ-002_c6385_no-ctrls.png,UP,-3.02,0.236,-2.42,-3.29,1.11,0.182,1.48,0.794,550E+03,171E+03,938E+03,302E+03,77.6E+03,808,79.2E+03,76.0E+03,1.57,2.93,0.752,0.0592,0.0886,0.0327,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.20,-4.35,-4.35,-3.02,956,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433236,COC(C)(C(=O)N(C)C1CCCC1SC)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433236||NA|NA|ZZ-002,c6385,OCNT-2433236,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376581,OCNT-2433236-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376582,OCNT-2433236-ZZ-002_c6385_no-ctrls.png,FLAT,-2.17,0.673,-1.06,-3.25,1.45,0.559,2.87,0.773,464E+03,156E+03,841E+03,253E+03,77.6E+03,808,79.2E+03,76.0E+03,1.29,2.58,0.569,6.84E-03,0.0280,-3.97E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-3.16,-3.24,-3.24,-2.17,6.78E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433398,COC(C)(C(=O)N1CCCCC1C(C)CN(C)C)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433398||NA|NA|ZZ-002,c6385,OCNT-2433398,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376585,OCNT-2433398-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376586,OCNT-2433398-ZZ-002_c6385_no-ctrls.png,FLAT,-1.88,0.586,-1.04,-3.14,1.64,0.662,3.34,0.846,460E+03,158E+03,852E+03,250E+03,77.6E+03,808,79.2E+03,76.0E+03,1.27,2.61,0.570,1.79E-03,0.0112,-4.63E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-2.77,-2.87,-2.87,-1.88,13.2E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433308,COC(C)CN(C(=O)C(C)(OC)C1=CC=CC=C1)C(C)C,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433308||NA|NA|ZZ-002,c6385,OCNT-2433308,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376589,OCNT-2433308-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376590,OCNT-2433308-ZZ-002_c6385_no-ctrls.png,FLAT,-1.90,0.620,-1.03,-3.16,1.62,0.659,3.27,0.820,457E+03,153E+03,828E+03,249E+03,77.6E+03,808,79.2E+03,76.0E+03,1.27,2.48,0.569,2.07E-03,0.0128,-4.50E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-2.80,-2.90,-2.90,-1.90,12.7E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433309,COC(C)(C(=O)N1CCC[C@H]1C(=O)N=S(C)(C)=O)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433309||NA|NA|ZZ-002,c6385,OCNT-2433309,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376591,OCNT-2433309-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376593,OCNT-2433309-ZZ-002_c6385_no-ctrls.png,FLAT,-2.14,0.627,-1.08,-3.22,1.34,0.550,2.72,0.739,471E+03,158E+03,855E+03,254E+03,77.6E+03,808,79.2E+03,76.0E+03,1.31,2.60,0.579,8.41E-03,0.0315,-3.67E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-3.22,-3.31,-3.31,-2.14,7.18E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433383,COC(C)(C(=O)N1C(C)C(=O)N(C)C(C)C1C)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433383||NA|NA|ZZ-002,c6385,OCNT-2433383,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376595,OCNT-2433383-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376596,OCNT-2433383-ZZ-002_c6385_no-ctrls.png,UP,-5.10,0.0911,-4.92,-5.28,0.713,5.85E-03,0.728,0.707,234E+03,3.00E+03,241E+03,229E+03,77.6E+03,808,79.2E+03,76.0E+03,0.523,0.573,0.470,0.412,0.459,0.364,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-6.90,-6.47,-6.47,-5.10,7.88,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433301,COC(C)(C(=O)N(C)C1CCC2=C(C1)SC=N2)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433301||NA|NA|ZZ-002,c6385,OCNT-2433301,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376599,OCNT-2433301-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376600,OCNT-2433301-ZZ-002_c6385_no-ctrls.png,UP,-3.04,0.228,-2.45,-3.29,1.12,0.188,1.50,0.779,561E+03,185E+03,989E+03,292E+03,77.6E+03,808,79.2E+03,76.0E+03,1.61,3.11,0.716,0.0619,0.0909,0.0358,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.22,-4.37,-4.37,-3.04,909,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433189,COC(C)(C(=O)NC1CC2C=CC1O2)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433189||NA|NA|ZZ-002,c6385,OCNT-2433189,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376602,OCNT-2433189-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376603,OCNT-2433189-ZZ-002_c6385_no-ctrls.png,UP,-3.83,0.208,-3.39,-4.19,1.30,0.182,1.71,0.988,440E+03,153E+03,818E+03,244E+03,77.6E+03,808,79.2E+03,76.0E+03,1.21,2.50,0.555,0.224,0.275,0.176,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.83,-4.87,-4.87,-3.83,149,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
