Molecule Name,Structure (CXSMILES),Batch Name,Barcode,Run Date,experiment_name,plate,chem_id,cell_line,frag_id,core_id,lib_plate_id,lib_well,batch,protein_reporter,reporter,gene_symbol,drc_curve,drc_curve File Name,drc_curve_no_ctrls,drc_curve_no_ctrls File Name,direction,ec50_estimate (log10([M])),ec50_std_error (log10([M])),ec50_ci_upper (log10([M])),ec50_ci_lower (log10([M])),slope_estimate (arb. units),slope_std_error (arb. units),slope_ci_upper (arb. units),slope_ci_lower (arb. units),emax_estimate (raw),emax_std_error (raw),emax_ci_upper (raw),emax_ci_lower (raw),emin_estimate (raw),emin_std_error (raw),emin_ci_upper (raw),emin_ci_lower (raw),emax_vs_pos_ctrl_estimate (linear),emax_vs_pos_ctrl_ci_upper (linear),emax_vs_pos_ctrl_ci_lower (linear),max_dose_activity_vs_pos_ctrl_estimate (linear),max_dose_activity_vs_pos_ctrl_ci_upper (linear),max_dose_activity_vs_pos_ctrl_ci_lower (linear),emin_vs_pos_ctrl_estimate (linear),emin_vs_pos_ctrl_ci_upper (linear),emin_vs_pos_ctrl_ci_lower (linear),pseudoyield,product_peak_area,qc_flag,version,ec05,conc_at_05_activity,conc_at_pos_ctrl_ec05_activity,ec50_clean (log10([M])),EC50 [uM],ec50_group,analysis_id,activity_status,saturation_status,rollover_status
OCNT-2432742,COC(C)(C(=O)NC1CCCC2=C1C=NN2C1CCCC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432742||NA|NA|ZZ-002,c6385,OCNT-2432742,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376315,OCNT-2432742-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376317,OCNT-2432742-ZZ-002_c6385_no-ctrls.png,UP,-6.10,0.0927,-5.85,-6.23,1.18,0.129,1.44,0.926,268E+03,15.1E+03,309E+03,252E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.559,0.701,0.489,0.476,0.558,0.401,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-7.20,-6.96,-6.96,-6.10,0.799,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,UNKNOWN,YES
OCNT-2433037,COC1=CC=CC(C(NC(=O)C(C)(OC)C2=CC=CC=C2)C2CC2)=N1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2433037||NA|NA|ZZ-002,c6385,OCNT-2433037,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376319,OCNT-2433037-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376320,OCNT-2433037-ZZ-002_c6385_no-ctrls.png,UP,-5.40,0.0406,-5.32,-5.48,1.92,0.197,2.33,1.57,363E+03,14.0E+03,392E+03,337E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.850,0.971,0.746,0.842,0.959,0.739,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.08,-6.04,-6.04,-5.40,3.94,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2432860,COC1=C(C)C=NC(CNC(=O)C(C)(OC)C2=CC=CC=C2)=C1C,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432860||NA|NA|ZZ-002,c6385,OCNT-2432860,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376323,OCNT-2432860-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376324,OCNT-2432860-ZZ-002_c6385_no-ctrls.png,UP,-5.62,0.218,-5.04,-5.88,1.03,0.127,1.29,0.792,315E+03,67.0E+03,509E+03,255E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.704,1.29,0.502,0.497,0.591,0.426,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.88,-6.71,-6.71,-5.62,2.43,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,YES
OCNT-2432876,COC(C)(C(=O)NCC1=CN(C(F)F)C2=CC=CC=C12)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432876||NA|NA|ZZ-002,c6385,OCNT-2432876,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376327,OCNT-2432876-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376328,OCNT-2432876-ZZ-002_c6385_no-ctrls.png,UP,-4.45,0.112,-4.22,-4.66,0.714,7.19E-03,0.733,0.707,258E+03,5.03E+03,270E+03,250E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.530,0.594,0.479,0.298,0.355,0.245,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.24,-5.82,-5.82,-4.45,35.4,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432973,CNC(=O)COCCNC(=O)C(C)(OC)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432973||NA|NA|ZZ-002,c6385,OCNT-2432973,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376331,OCNT-2432973-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376332,OCNT-2432973-ZZ-002_c6385_no-ctrls.png,UP,-5.41,0.116,-5.22,-5.65,0.713,5.25E-03,0.727,0.707,257E+03,3.85E+03,265E+03,250E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.526,0.581,0.478,0.432,0.501,0.337,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-7.21,-6.78,-6.78,-5.41,3.85,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432857,COC(C)(C(=O)NCC1=CC=C(C)C=C1OCC1CCOC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432857||NA|NA|ZZ-002,c6385,OCNT-2432857,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376334,OCNT-2432857-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376336,OCNT-2432857-ZZ-002_c6385_no-ctrls.png,UP,-5.69,0.0776,-5.53,-5.81,1.53,0.159,1.88,1.26,391E+03,29.2E+03,445E+03,346E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.935,1.14,0.773,0.788,0.949,0.642,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.53,-6.51,-6.51,-5.69,2.05,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,UNKNOWN,NO
OCNT-2432653,CCC1CC1(NC(=O)C(C)(OC)C1=CC=CC=C1)C1=CC=CC(C)=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432653||NA|NA|ZZ-002,c6385,OCNT-2432653,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376337,OCNT-2432653-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376338,OCNT-2432653-ZZ-002_c6385_no-ctrls.png,UP,-5.10,0.0767,-4.93,-5.24,1.49,0.165,1.85,1.22,406E+03,25.8E+03,464E+03,362E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.982,1.19,0.824,0.916,1.06,0.795,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-5.97,-5.97,-5.97,-5.10,7.86,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432705,COC(C)(C(=O)NCCC#N)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432705||NA|NA|ZZ-002,c6385,OCNT-2432705,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376341,OCNT-2432705-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376342,OCNT-2432705-ZZ-002_c6385_no-ctrls.png,UP,-3.87,0.206,-3.46,-4.24,1.31,0.169,1.68,1.02,486E+03,167E+03,884E+03,271E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.23,2.50,0.566,0.251,0.308,0.201,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.87,-4.92,-4.92,-3.87,135,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432738,COC(C)(C(=O)N[C@H](CO)CC1=CNC=N1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432738||NA|NA|ZZ-002,c6385,OCNT-2432738,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376345,OCNT-2432738-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376346,OCNT-2432738-ZZ-002_c6385_no-ctrls.png,UP,-3.13,0.172,-2.68,-3.29,1.25,0.177,1.60,0.905,665E+03,211E+03,1.18E+06,360E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.77,3.37,0.827,0.0588,0.0865,0.0321,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.17,-4.35,-4.35,-3.13,748,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432507,COC(C)(C(=O)NCCCCN1C(=O)OC2=CC=CC=C21)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432507||NA|NA|ZZ-002,c6385,OCNT-2432507,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376349,OCNT-2432507-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376350,OCNT-2432507-ZZ-002_c6385_no-ctrls.png,UP,-5.17,0.100,-4.93,-5.32,1.07,0.129,1.34,0.836,269E+03,14.3E+03,307E+03,253E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.563,0.692,0.486,0.499,0.571,0.440,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.38,-6.13,-6.13,-5.17,6.81,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432896,COC(C)(C(=O)NC(CC(C)C)C1=CC=CC(C#N)=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432896||NA|NA|ZZ-002,c6385,OCNT-2432896,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376354,OCNT-2432896-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376356,OCNT-2432896-ZZ-002_c6385_no-ctrls.png,UP,-5.54,0.0376,-5.46,-5.61,1.67,0.121,1.91,1.45,563E+03,21.3E+03,605E+03,523E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.46,1.66,1.29,1.45,1.64,1.28,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.31,-6.41,-6.41,-5.54,2.91,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2432504,COC(C)(C(=O)NCC1=C(O)C=CC2=CC=CC=C21)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432504||NA|NA|ZZ-002,c6385,OCNT-2432504,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376359,OCNT-2432504-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376360,OCNT-2432504-ZZ-002_c6385_no-ctrls.png,FLAT,-1.76,0.552,-1.03,-3.06,1.73,0.702,3.49,0.839,500E+03,169E+03,906E+03,271E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.27,2.50,0.563,867E-06,8.09E-03,-5.69E-03,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-2.61,-2.72,-2.72,-1.76,17.4E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2432481,COC(C)(C(=O)N[C@@H](C)CN(C)CCCN(C)C)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432481||NA|NA|ZZ-002,c6385,OCNT-2432481,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376361,OCNT-2432481-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376363,OCNT-2432481-ZZ-002_c6385_no-ctrls.png,UP,-3.42,0.265,-2.82,-3.88,1.08,0.206,1.57,0.769,510E+03,173E+03,938E+03,279E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.30,2.63,0.590,0.132,0.171,0.0953,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.65,-4.73,-4.73,-3.42,380,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432518,CCC(NC(=O)C(C)(OC)C1=CC=CC=C1)C1=CC=CC2=C1NC=C2,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432518||NA|NA|ZZ-002,c6385,OCNT-2432518,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376365,OCNT-2432518-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376366,OCNT-2432518-ZZ-002_c6385_no-ctrls.png,UP,-5.60,0.0596,-5.48,-5.71,2.11,0.290,2.79,1.65,388E+03,30.3E+03,445E+03,334E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.926,1.15,0.734,0.703,0.851,0.573,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.21,-6.20,-6.20,-5.60,2.52,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2432474,C=CCOCCCNC(=O)C(C)(OC)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432474||NA|NA|ZZ-002,c6385,OCNT-2432474,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376369,OCNT-2432474-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376370,OCNT-2432474-ZZ-002_c6385_no-ctrls.png,UP,-3.61,0.260,-3.07,-4.07,1.03,0.144,1.35,0.794,491E+03,175E+03,917E+03,265E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.24,2.56,0.552,0.192,0.240,0.151,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.87,-4.94,-4.94,-3.61,248,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432661,COC(C)(C(=O)NC(C)(C)C#CC1=CC=CC=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432661||NA|NA|ZZ-002,c6385,OCNT-2432661,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376373,OCNT-2432661-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376374,OCNT-2432661-ZZ-002_c6385_no-ctrls.png,UP,-4.77,0.120,-4.51,-4.98,1.16,0.105,1.38,0.983,564E+03,65.1E+03,715E+03,462E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.46,1.95,1.12,1.12,1.29,0.967,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-5.88,-6.03,-6.03,-4.77,17.1,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433041,COC(C)(C(=O)NC(C1=CN(C2=CC=CC=C2)N=C1)C1CCOCC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2433041||NA|NA|ZZ-002,c6385,OCNT-2433041,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376375,OCNT-2433041-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376376,OCNT-2433041-ZZ-002_c6385_no-ctrls.png,UP,-5.04,0.0829,-4.86,-5.18,1.19,0.0928,1.39,1.03,653E+03,48.1E+03,760E+03,572E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.74,2.11,1.45,1.52,1.75,1.34,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.12,-6.33,-6.33,-5.04,9.19,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432559,COC(C)(C(=O)NC(C)C1=CC2=CC(Br)=CC=C2N1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432559||NA|NA|ZZ-002,c6385,OCNT-2432559,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376379,OCNT-2432559-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376380,OCNT-2432559-ZZ-002_c6385_no-ctrls.png,UP,-5.10,0.179,-4.64,-5.33,1.14,0.154,1.47,0.873,298E+03,49.7E+03,437E+03,254E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.652,1.08,0.497,0.482,0.592,0.400,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.24,-6.06,-6.06,-5.10,7.88,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,YES
OCNT-2432468,COC(C)(C(=O)NC(C)(C#N)CCSC)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432468||NA|NA|ZZ-002,c6385,OCNT-2432468,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376383,OCNT-2432468-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376384,OCNT-2432468-ZZ-002_c6385_no-ctrls.png,UP,-3.78,0.205,-3.35,-4.14,1.38,0.223,1.85,0.989,507E+03,180E+03,959E+03,273E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.29,2.63,0.569,0.202,0.250,0.158,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.74,-4.80,-4.80,-3.78,166,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432893,COC(C)(C(=O)NCC1=NC(C2=CC3=CC=CC=C3O2)=CS1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432893||NA|NA|ZZ-002,c6385,OCNT-2432893,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376386,OCNT-2432893-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376387,OCNT-2432893-ZZ-002_c6385_no-ctrls.png,UP,-3.82,0.204,-3.38,-4.16,1.31,0.163,1.66,1.02,449E+03,158E+03,848E+03,262E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.11,2.35,0.534,0.199,0.250,0.156,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.81,-4.82,-4.82,-3.82,153,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432821,COC(C)(C(=O)NCC1=CN2C=NN=C2C=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432821||NA|NA|ZZ-002,c6385,OCNT-2432821,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376389,OCNT-2432821-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376390,OCNT-2432821-ZZ-002_c6385_no-ctrls.png,UP,-4.11,0.205,-3.67,-4.43,1.45,0.191,1.88,1.12,428E+03,151E+03,822E+03,260E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.05,2.23,0.530,0.334,0.400,0.275,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-5.00,-5.00,-5.00,-4.11,78.5,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432693,"COC(C)(C(=O)N[C@H]1CC(=O)N(C)[C@@H]1C1=CC=C(Cl)C(Cl)=C1)C1=CC=CC=C1 |&1:7,13|",ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432693||NA|NA|ZZ-002,c6385,OCNT-2432693,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376391,OCNT-2432693-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376392,OCNT-2432693-ZZ-002_c6385_no-ctrls.png,UP,-5.39,0.0561,-5.27,-5.49,1.42,0.122,1.68,1.20,465E+03,21.4E+03,510E+03,426E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.16,1.35,1.01,1.13,1.29,0.986,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.29,-6.34,-6.34,-5.39,4.11,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432843,COC(C)(C(=O)NCC(O)COC1=CC=C(I)C=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432843||NA|NA|ZZ-002,c6385,OCNT-2432843,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376393,OCNT-2432843-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376394,OCNT-2432843-ZZ-002_c6385_no-ctrls.png,UP,-5.32,0.197,-4.87,-5.51,1.46,0.240,1.93,1.02,296E+03,74.9E+03,515E+03,252E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.642,1.28,0.488,0.422,0.486,0.365,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.22,-6.07,-6.07,-5.32,4.78,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,YES
OCNT-2432465,COC(C)(C(=O)NC(C(F)(F)F)C(F)(F)F)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432465||NA|NA|ZZ-002,c6385,OCNT-2432465,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376395,OCNT-2432465-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376396,OCNT-2432465-ZZ-002_c6385_no-ctrls.png,UP,-4.03,0.210,-3.60,-4.38,1.37,0.173,1.75,1.07,460E+03,162E+03,868E+03,265E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.14,2.40,0.541,0.317,0.382,0.260,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.98,-5.00,-5.00,-4.03,94.2,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432804,COC(C)(C(=O)NCCC1=CC(Cl)=C2OCCOC2=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432804||NA|NA|ZZ-002,c6385,OCNT-2432804,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376397,OCNT-2432804-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376398,OCNT-2432804-ZZ-002_c6385_no-ctrls.png,UP,-5.23,0.0763,-5.06,-5.37,1.36,0.148,1.68,1.09,408E+03,24.0E+03,461E+03,367E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.988,1.18,0.839,0.931,1.08,0.814,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.19,-6.18,-6.18,-5.23,5.84,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432577,COC(C)(C(=O)NC(C1=CN=CC(Br)=C1)C1CC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432577||NA|NA|ZZ-002,c6385,OCNT-2432577,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376401,OCNT-2432577-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376402,OCNT-2432577-ZZ-002_c6385_no-ctrls.png,UP,-5.14,0.0593,-5.02,-5.25,1.84,0.213,2.31,1.48,510E+03,28.1E+03,572E+03,462E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.30,1.53,1.11,1.26,1.46,1.10,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-5.85,-5.91,-5.91,-5.14,7.18,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432986,COC(C)(C(=O)NC(C)C1=C(C)N(C2=CC=C(C#N)C=C2)N=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432986||NA|NA|ZZ-002,c6385,OCNT-2432986,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376404,OCNT-2432986-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376405,OCNT-2432986-ZZ-002_c6385_no-ctrls.png,UP,-5.03,0.0709,-4.88,-5.16,1.55,0.197,1.99,1.22,264E+03,10.3E+03,291E+03,251E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.547,0.645,0.485,0.504,0.571,0.445,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-5.87,-5.68,-5.68,-5.03,9.30,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432719,COC(C)(C(=O)NCC1=CN=CC2=C1CCC2)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432719||NA|NA|ZZ-002,c6385,OCNT-2432719,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376407,OCNT-2432719-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376408,OCNT-2432719-ZZ-002_c6385_no-ctrls.png,UP,-4.97,0.0908,-4.78,-5.13,1.35,0.134,1.63,1.11,472E+03,38.0E+03,558E+03,410E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.18,1.47,0.966,1.04,1.21,0.896,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-5.93,-5.99,-5.99,-4.97,10.7,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
